AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M,W1W2,W2W3
J030056.45+011501.8,45.235244,1.2505176,Im,17.806,0.199,16.814,,12.148,,8.969,,,,,,,,0000,0,nnnn,-1064.0,1654.0,2014.0,1721.0,BUUU,,2M,0.9920000000000008,4.666
J030053.33+011508.2,45.2222369,1.2522865,Im,17.887,0.217,17.13,,12.181,,8.254,,,,,,,,0000,0,nnnn,-604.0,1940.0,-273.0,2035.0,BUUU,,2M,0.7570000000000014,4.949
J030051.11+011552.6,45.2129924,1.2646131,Im,17.075,0.107,16.394,0.22,12.368,,9.161,,,,,,,,0000,0,nnnn,-1211.0,763.0,2175.0,796.0,ABUU,,2M,0.6810000000000009,4.025999999999998
J030048.36+011625.6,45.201502,1.2737937,Im,17.762,0.188,16.51,0.233,12.321,,8.869,,,,,,,,0000,0,nnnn,-390.0,1295.0,500.0,1387.0,BBUU,,2M,1.251999999999999,4.189000000000002
J030047.71+011620.0,45.1988215,1.2722345,Im,17.852,0.203,16.609,0.261,12.484,,8.581,,,,,,,,0000,0,nnnn,294.0,1618.0,499.0,1744.0,BBUU,,2M,1.2429999999999986,4.125000000000002
J030048.91+011628.5,45.2038071,1.2745985,Im,17.372,0.132,16.462,0.247,12.24,,8.951,,,,,,,,0000,0,nnnn,-310.0,1003.0,-646.0,1057.0,BBUU,,2M,0.91,4.222
J030046.04+011644.0,45.191846,1.278891,Im,17.158,0.109,16.65,0.283,12.453,0.426,9.028,,,,,,,,0000,0,nnnn,1031.0,782.0,784.0,830.0,BBCU,,2M,0.5080000000000027,4.196999999999999
J030048.48+011652.9,45.2020297,1.28138,Im,17.586,0.164,16.568,0.25,11.807,,8.424,,,,,,,,0000,0,nnnn,-2504.0,1154.0,-833.0,1214.0,BBUU,,2M,1.0179999999999971,4.761000000000001
J030057.40+011717.6,45.2392051,1.2882376,Im,17.716,0.18,16.937,,12.688,,8.828,,,,,,,,0000,0,nnnn,-341.0,1580.0,-786.0,1667.0,BUUU,,2M,0.7789999999999999,4.2490000000000006
J030040.62+011609.2,45.1692787,1.2692481,Im,17.625,0.166,16.816,0.313,12.633,,8.603,,,,,,,,0000,0,nnnn,1161.0,1203.0,-350.0,1264.0,BBUU,,2M,0.809000000000001,4.183
J030034.74+011547.2,45.1447719,1.2631278,Im,17.781,0.189,17.071,0.387,11.969,,8.995,,,,,,,,0000,0,nnnn,617.0,1488.0,-980.0,1564.0,BCUU,,2M,0.7099999999999973,5.102000000000002
J030027.69+011516.0,45.1153944,1.2544652,Im,17.496,0.148,16.558,0.242,12.38,,8.989,,,,,,,,0000,0,nnnn,518.0,1176.0,1307.0,1221.0,BBUU,,2M,0.9379999999999988,4.177999999999999
J030027.82+011622.9,45.115921,1.2730336,Im,17.815,0.211,17.109,0.399,12.671,,9.072,,,,,,,,0000,0,nnnn,-3127.0,1945.0,11735.0,1729.0,BCUU,,2M,0.7059999999999995,4.438000000000002
J030024.12+011617.3,45.1005282,1.2714959,Im,17.445,0.144,16.683,,12.448,,9.059,,,,,,,,0000,0,nnnn,26.0,1229.0,8.0,1294.0,BUUU,,2M,0.7620000000000005,4.234999999999999
J030022.74+011620.2,45.094788,1.2723,Im,17.365,0.134,16.745,,12.411,,9.129,,,,,,,,0000,0,nnnn,1044.0,1171.0,-96.0,1208.0,BUUU,,2M,0.6199999999999974,4.334000000000001
J030026.98+011651.7,45.1124346,1.2810422,Im,17.808,0.195,16.728,,12.719,,9.185,,,,,,,,0000,0,nnnn,-137.0,1765.0,-732.0,1831.0,BUUU,,2M,1.0799999999999983,4.009000000000002
J030032.67+011633.2,45.1361336,1.2759128,Im,16.771,0.084,16.228,0.197,12.007,,8.979,,,,,,,,0000,0,0nnn,-407.0,582.0,688.0,624.0,ABUU,,2M,0.5429999999999993,4.221000000000002
J030031.92+011702.0,45.1330366,1.2839024,Im,17.461,0.145,16.766,,12.721,,9.036,,,,,,,,0000,0,nnnn,1293.0,1260.0,-479.0,1339.0,BUUU,,2M,0.6950000000000003,4.044999999999998
J030035.20+011734.5,45.1466753,1.2929396,Im,16.804,0.086,16.022,0.16,11.901,,8.573,,,,,,,,0000,0,nnnn,-86.0,626.0,405.0,666.0,ABUU,,2M,0.782,4.120999999999999
J030026.80+011717.7,45.1116787,1.2882698,Im,17.455,0.143,16.677,,12.563,,8.893,,,,,,,,0000,0,nnnn,540.0,1210.0,-114.0,1252.0,BUUU,,2M,0.7779999999999987,4.113999999999999
J030042.44+011705.2,45.1768476,1.2847998,Im,17.848,0.203,16.801,0.327,12.26,0.381,8.99,,,,,,,,0000,0,nnnn,607.0,1544.0,-477.0,1640.0,BBCU,,2M,1.0470000000000006,4.540999999999999
J030044.65+011655.9,45.186053,1.2822164,Im,17.008,0.102,16.41,0.215,11.884,,8.538,,,,,,,,0000,0,nnnn,-241.0,732.0,434.0,778.0,ABUU,,2M,0.597999999999999,4.526
J030042.63+011754.7,45.1776516,1.2985435,Im,17.693,0.178,16.594,0.261,12.589,,8.954,,,,,,,,0000,0,nnnn,1287.0,1394.0,-151.0,1489.0,BBUU,,2M,1.0990000000000002,4.005000000000001
J030041.71+011806.3,45.173799,1.3017694,Im,17.793,0.194,17.241,0.469,12.096,,8.989,,,,,,,,0000,0,nnnn,124.0,1690.0,1483.0,1821.0,BCUU,,2M,0.5519999999999996,5.145
J030049.73+011820.6,45.2072343,1.3057361,Im,17.551,0.159,16.785,,12.528,,8.953,,,,,,,,0h00,0,nnnn,-408.0,1354.0,874.0,1428.0,BUUU,,2M,0.7659999999999982,4.257
J030043.94+011807.5,45.1831186,1.3021008,Im,17.624,0.168,16.612,0.252,12.516,,8.624,,,,,,,,0000,0,nnnn,34.0,1264.0,-1598.0,1325.0,BBUU,,2M,1.0120000000000005,4.095999999999998
J030046.37+011839.0,45.1932222,1.3108591,Im,17.649,0.17,17.052,0.385,12.417,,8.999,,,,,,,,0000,0,nnnn,-277.0,1488.0,-1124.0,1569.0,BCUU,,2M,0.5970000000000013,4.635
J030047.28+011917.6,45.1970356,1.3215818,Im,17.036,0.108,16.316,0.216,12.134,,8.568,,,,,,,,Dd00,0,nnnn,-553.0,758.0,-2199.0,807.0,ABUU,,2M,0.7200000000000024,4.181999999999999
J030038.17+011740.6,45.1590748,1.2946318,Im,17.613,0.163,16.634,0.259,12.104,,8.653,,,,,,,,0000,0,nnnn,-1197.0,1176.0,420.0,1263.0,BBUU,,2M,0.9789999999999992,4.530000000000001
J030038.06+011750.4,45.1586108,1.297356,Im,17.82,0.197,17.152,,12.421,0.456,8.768,,,,,,,,0000,0,nnnn,862.0,1631.0,290.0,1731.0,BUCU,,2M,0.6679999999999993,4.731000000000002
J030036.28+011759.4,45.151185,1.2998461,Im,17.636,0.171,16.762,,12.579,,8.939,,,,,,,,0000,0,nnnn,-1173.0,1506.0,-612.0,1611.0,BUUU,,2M,0.8739999999999988,4.183
J030038.13+011830.8,45.1588874,1.3085651,Im,17.298,0.136,16.332,0.209,12.318,,8.386,,,,,,,,0000,0,nnnn,464.0,947.0,390.0,1020.0,BBUU,,2M,0.9659999999999976,4.014000000000001
J030035.16+011903.3,45.1465262,1.3175992,Im,17.897,0.218,17.05,0.41,12.578,,8.908,,,,,,,,0000,0,nnnn,866.0,1856.0,168.0,1954.0,BCUU,,2M,0.8469999999999978,4.472000000000001
J030036.19+011909.1,45.1508312,1.3192096,Im,17.645,0.172,16.886,0.367,12.042,,8.956,,,,,,,,0000,0,nnnn,-422.0,1563.0,261.0,1656.0,BCUU,,2M,0.7590000000000003,4.843999999999999
J030042.04+011906.6,45.1751772,1.3185022,Im,17.656,0.18,17.15,,12.597,,8.98,,,,,,,,0000,0,nnnn,278.0,1408.0,-1686.0,1503.0,BUUU,,2M,0.5060000000000002,4.552999999999999
J030045.40+011902.7,45.1892048,1.3174187,Im,17.892,0.207,17.256,0.466,12.544,,9.0,,,,,,,,0000,0,nnnn,-85.0,2106.0,-109.0,2216.0,BCUU,,2M,0.6359999999999992,4.712
J030044.49+011950.9,45.1853957,1.3308194,Im,17.724,0.194,16.669,0.27,12.4,,8.53,,,,,,,,0000,0,nnnn,-2236.0,1335.0,-926.0,1441.0,BBUU,,2M,1.0549999999999995,4.269
J030042.82+011951.1,45.1784577,1.330871,Im,17.731,0.187,16.923,0.346,12.38,,8.842,,,,,,,,0000,0,nnnn,-86.0,1574.0,-1651.0,1638.0,BBUU,,2M,0.8080000000000034,4.5429999999999975
J030040.49+012012.6,45.168709,1.3368475,Im,17.794,0.209,16.879,0.346,12.188,,9.007,,,,,,,,0000,0,nnnn,-1404.0,1652.0,-1581.0,1766.0,BBUU,,2M,0.9149999999999991,4.691000000000001
J030041.89+012016.9,45.1745826,1.338034,Im,17.488,0.155,16.65,0.274,12.489,,8.812,,,,,,,,0000,0,nnnn,998.0,1212.0,782.0,1253.0,BBUU,,2M,0.838000000000001,4.160999999999998
J030127.90+011305.5,45.3662701,1.2182189,Im,16.993,0.103,16.277,0.211,11.985,,8.6,,,,,,,,0000,0,nnnn,-689.0,715.0,38.0,750.0,ABUU,,2M,0.7159999999999975,4.292000000000002
J030122.73+011254.0,45.3447378,1.2150262,Im,17.271,0.125,16.624,0.27,11.817,,8.824,,,,,,,,0000,0,nnnn,-547.0,987.0,-322.0,1034.0,BBUU,,2M,0.647000000000002,4.806999999999999
J030120.82+011259.8,45.3367584,1.2166193,Im,17.625,0.176,16.94,0.333,12.425,,9.026,,,,,,,,0000,0,nnnn,412.0,1379.0,-1881.0,1456.0,BBUU,,2M,0.6849999999999987,4.515000000000001
J030132.25+011329.6,45.3844144,1.2249131,Im,17.771,0.2,16.95,,11.738,,8.29,,,,,,,,0000,0,nnnn,-1455.0,1768.0,-140.0,1912.0,BUUU,,2M,0.8210000000000015,5.212
J030127.87+011348.1,45.3661535,1.2300468,Im,17.413,0.145,16.397,0.217,12.229,,8.289,,,,,,,,0000,0,nnnn,772.0,1027.0,-22.0,1092.0,BBUU,,2M,1.0160000000000018,4.167999999999999
J030124.98+011344.1,45.3540877,1.2289332,Im,17.614,0.174,16.796,0.291,12.489,,8.303,,,,,,,,0000,0,nnnn,995.0,1380.0,1109.0,1460.0,BBUU,,2M,0.8180000000000014,4.306999999999999
J030127.37+011405.0,45.3640484,1.2347256,Im,17.881,0.21,16.773,,12.574,,8.795,,,,,,,,0000,0,nnnn,-257.0,2052.0,-392.0,2139.0,BUUU,,2M,1.1080000000000003,4.199
J030120.98+011310.0,45.3374507,1.219447,Im,16.938,0.101,16.348,0.198,12.171,,8.99,,,,,,,,0000,0,nnnn,188.0,707.0,-430.0,756.0,ABUU,,2M,0.5899999999999999,4.177
J030123.56+011358.7,45.3481969,1.2329729,Im,17.033,0.105,16.29,0.189,11.855,,8.411,,,,,,,,0000,0,nnnn,-569.0,716.0,-1014.0,755.0,ABUU,,2M,0.7430000000000021,4.434999999999999
J030128.48+011453.2,45.3686941,1.2481148,Im,17.851,0.204,17.312,0.468,12.598,,8.807,,,,,,,,0000,0,nnnn,42.0,1717.0,-439.0,1797.0,BCUU,,2M,0.5389999999999979,4.714
J030120.39+011508.8,45.3349608,1.2524482,Im,17.795,0.212,16.834,,11.983,,8.922,,,,,,,,0000,0,nnnn,1477.0,1811.0,968.0,1913.0,BUUU,,2M,0.961000000000002,4.850999999999999
J030137.69+011509.8,45.4070637,1.252731,Im,17.636,0.175,17.025,,12.146,,8.607,,,,,,,,0000,0,nnnn,380.0,1566.0,-796.0,1602.0,BUUU,,2M,0.6110000000000007,4.878999999999998
J030133.96+011541.8,45.3915333,1.2616362,Im,17.435,0.152,16.734,,12.688,,8.932,,,,,,,,0000,0,nnnn,1013.0,1142.0,361.0,1196.0,BUUU,,2M,0.700999999999997,4.046000000000001
J030142.81+011545.7,45.4283892,1.2627037,Im,18.372,0.31,16.367,0.203,12.352,,9.027,0.511,,,,,,,0000,0,nnnn,-9208.0,1109.0,6984.0,1190.0,BBUC,,2M,2.004999999999999,4.015000000000001
J030142.25+011552.6,45.4260505,1.2646147,Im,17.468,0.143,16.946,0.344,12.266,,8.964,,,,,,,,0000,0,nnnn,126.0,1244.0,-1539.0,1317.0,BBUU,,2M,0.5219999999999985,4.6800000000000015
J030137.27+011609.6,45.4053191,1.2693361,Im,17.544,0.157,16.921,0.326,12.661,,8.924,,,,,,,,0000,0,nnnn,-607.0,1317.0,-264.0,1381.0,BBUU,,2M,0.6230000000000011,4.26
J030141.10+011645.6,45.4212795,1.2793363,Im,17.734,0.183,16.786,0.284,12.505,,9.003,,,,,,,,0000,0,nnnn,258.0,1378.0,-424.0,1463.0,BBUU,,2M,0.9480000000000004,4.281000000000001
J030134.05+011608.2,45.3919007,1.2689529,Im,17.894,0.217,16.712,,12.437,,8.771,,,,,,,,0000,0,nnnn,832.0,1971.0,845.0,2035.0,BUUU,,2M,1.1819999999999986,4.275
J030129.77+011639.5,45.3740433,1.2776391,Im,17.441,0.147,16.907,,12.428,,8.93,,,,,,,,0000,0,nnnn,-310.0,1237.0,388.0,1283.0,BUUU,,2M,0.5339999999999989,4.478999999999999
J030127.30+011641.5,45.3637836,1.2782185,Im,17.703,0.183,16.876,,12.502,,8.809,,,,,,,,0h00,0,nnnn,-789.0,1539.0,-1759.0,1612.0,BUUU,,2M,0.8269999999999982,4.3740000000000006
J030137.04+011641.7,45.4043576,1.2782747,Im,17.247,0.117,16.703,,12.233,,9.126,,,,,,,,0000,0,nnnn,-442.0,938.0,155.0,987.0,BUUU,,2M,0.5440000000000005,4.469999999999999
J030137.87+011654.8,45.4078244,1.2819062,Im,17.819,0.199,17.28,,12.06,,9.098,,,,,,,,0000,0,nnnn,-297.0,1704.0,247.0,1803.0,BUUU,,2M,0.5389999999999979,5.220000000000001
J030132.92+011649.0,45.3871858,1.280299,Im,17.264,0.127,16.382,0.221,11.968,,9.089,,,,,,,,0000,0,nnnn,-446.0,953.0,-451.0,1001.0,BBUU,,2M,0.8819999999999979,4.4140000000000015
J030132.91+011732.1,45.3871632,1.2922772,Im,17.486,0.152,16.756,0.287,12.025,,8.896,,,,,,,,0000,0,nnnn,-796.0,1149.0,841.0,1228.0,BBUU,,2M,0.7300000000000004,4.731
J030136.32+011739.7,45.4013714,1.2943773,Im,17.836,0.209,16.945,0.354,12.532,,8.723,,,,,,,,0000,0,nnnn,-1083.0,1638.0,323.0,1748.0,BBUU,,2M,0.8909999999999982,4.413
J030136.01+011756.1,45.4000822,1.2989243,Im,17.267,0.126,16.181,0.18,12.112,,8.843,,,,,,,,0000,0,nnnn,124.0,890.0,-706.0,932.0,BBUU,,2M,1.0859999999999983,4.069000000000001
J030114.96+011416.2,45.3123428,1.2378447,Im,17.776,0.201,17.086,0.405,12.308,,8.884,,,,,,,,0000,0,nnnn,-582.0,1628.0,-2402.0,1739.0,BCUU,,2M,0.6900000000000013,4.777999999999999
J030117.24+011438.5,45.3218625,1.2440476,Im,17.34,0.131,16.719,0.294,12.529,,8.941,,,,,,,,0000,0,nnnn,-880.0,1033.0,69.0,1104.0,BBUU,,2M,0.6209999999999987,4.190000000000001
J030115.42+011501.1,45.3142635,1.2503244,Im,17.272,0.133,16.436,0.229,11.941,,9.003,,,,,,,,0000,0,nnnn,-1.0,994.0,-28.0,1053.0,BBUU,,2M,0.8359999999999985,4.494999999999999
J030121.07+011539.2,45.3378013,1.2608927,Im,16.71,0.084,15.822,0.132,11.443,0.2,8.828,,,,,,,,0000,0,nnnn,426.0,532.0,-507.0,569.0,ABBU,,2M,0.8880000000000017,4.379
J030109.76+011523.9,45.2907008,1.2566526,Im,17.046,0.109,16.411,0.227,12.399,,8.818,,,,,,,,0000,0,nnnn,-198.0,755.0,545.0,790.0,BBUU,,2M,0.634999999999998,4.012000000000002
J030108.88+011528.9,45.287006,1.2580381,Im,17.833,0.205,17.066,,12.494,,8.559,,,,,,,,0000,0,nnnn,426.0,1737.0,-1828.0,1837.0,BUUU,,2M,0.7669999999999995,4.571999999999999
J030108.58+011549.9,45.2857631,1.2638799,Im,17.363,0.144,16.85,0.324,12.615,,8.706,,,,,,,,0000,0,nnnn,525.0,1106.0,-356.0,1156.0,BBUU,,2M,0.5129999999999981,4.235000000000001
J030110.66+011555.3,45.2944543,1.2653721,Im,17.49,0.162,16.616,,12.55,,9.068,,,,,,,,0000,0,nnnn,190.0,1180.0,-1988.0,1248.0,BUUU,,2M,0.8739999999999988,4.065999999999999
J030109.03+011606.7,45.2876385,1.2685413,Im,17.162,0.121,16.529,0.236,12.067,,8.417,,,,,,,,0000,0,nnnn,-342.0,916.0,-280.0,941.0,BBUU,,2M,0.6329999999999991,4.462
J030105.99+011536.0,45.2749814,1.2600142,Im,17.594,0.187,16.69,,12.57,,8.432,,,,,,,,0000,0,nnnn,717.0,1338.0,1462.0,1419.0,BUUU,,2M,0.904,4.120000000000001
J030106.63+011608.8,45.2776338,1.2691323,Im,17.441,0.155,16.657,0.29,12.38,,8.356,,,,,,,,0000,0,nnnn,-824.0,1247.0,-78.0,1298.0,BBUU,,2M,0.7839999999999989,4.276999999999999
J030104.55+011620.2,45.268999,1.272283,Im,17.861,0.215,16.693,,12.415,,8.989,,,,,,,,0000,0,nnnn,-17.0,1764.0,-22.0,1861.0,BUUU,,2M,1.1679999999999993,4.278000000000002
J030108.86+011629.9,45.2869304,1.2749981,Im,17.802,0.194,16.586,0.255,12.108,,8.64,,,,,,,,0000,0,nnnn,522.0,1498.0,57.0,1589.0,BBUU,,2M,1.216000000000001,4.477999999999998
J030114.31+011639.0,45.3096504,1.2775241,Im,17.675,0.189,16.779,,12.332,,8.932,,,,,,,,0000,0,nnnn,-1853.0,1394.0,2014.0,1464.0,BUUU,,2M,0.8960000000000008,4.446999999999999
J030115.40+011648.5,45.3141835,1.2801475,Im,17.097,0.117,16.469,0.251,12.137,,8.517,,,,,,,,0000,0,nnnn,884.0,878.0,-389.0,910.0,BBUU,,2M,0.6280000000000001,4.332000000000001
J030114.87+011719.4,45.311963,1.2887322,Im,17.872,0.219,17.236,0.479,12.475,,9.04,,,,,,,,0000,0,nnnn,-1219.0,1970.0,-358.0,2084.0,BCUU,,2M,0.6359999999999992,4.761000000000001
J030114.31+011724.1,45.3096375,1.2900307,Im,17.396,0.135,16.867,0.329,12.074,,9.001,,,,,,,,0000,0,nnnn,831.0,1120.0,-495.0,1167.0,BBUU,,2M,0.5289999999999999,4.793000000000001
J030115.01+011801.6,45.3125453,1.3004548,Im,17.627,0.178,16.781,,12.304,,8.786,,,,,,,,0000,0,nnnn,-407.0,1510.0,285.0,1571.0,BUUU,,2M,0.8460000000000001,4.476999999999999
J030124.67+011641.0,45.3528134,1.2780746,Im,17.619,0.166,16.771,,12.648,,8.529,,,,,,,,0000,0,nnnn,-364.0,1540.0,553.0,1622.0,BUUU,,2M,0.847999999999999,4.123000000000001
J030121.03+011659.8,45.3376384,1.2832953,Im,17.351,0.14,16.583,,12.09,,8.802,,,,,,,,0000,0,nnnn,76.0,1247.0,80.0,1283.0,BUUU,,2M,0.7680000000000007,4.492999999999999
J030121.85+011707.3,45.341077,1.2853766,Im,17.386,0.152,16.592,0.287,11.959,,8.519,,,,,,,,0000,0,nnnn,-366.0,1130.0,982.0,1180.0,BBUU,,2M,0.7940000000000005,4.632999999999999
J030126.01+011758.7,45.3583959,1.2996591,Im,17.565,0.166,16.561,0.249,12.517,,8.662,,,,,,,,0000,0,nnnn,720.0,1157.0,-559.0,1243.0,BBUU,,2M,1.0040000000000011,4.0440000000000005
J030130.83+011756.1,45.3784589,1.2989214,Im,17.415,0.15,16.753,,12.405,,8.732,,,,,,,,0000,0,nnnn,-331.0,1193.0,11.0,1248.0,BUUU,,2M,0.661999999999999,4.348000000000001
J030128.38+011828.6,45.3682661,1.3079462,Im,17.15,0.123,16.58,0.265,12.465,,8.528,,,,,,,,0000,0,nnnn,373.0,908.0,862.0,979.0,BBUU,,2M,0.5700000000000003,4.114999999999998
J030129.98+011914.5,45.3749295,1.3207135,Im,17.699,0.186,16.693,0.283,12.609,,8.321,,,,,,,,0000,0,nnnn,-314.0,1386.0,-270.0,1469.0,BBUU,,2M,1.0060000000000002,4.084000000000001
J030118.48+011730.7,45.3270268,1.291873,Im,17.769,0.19,17.073,,12.528,,8.733,,,,,,,,0000,0,nnnn,-86.0,1684.0,713.0,1757.0,BUUU,,2M,0.695999999999998,4.545
J030120.90+011759.0,45.3370849,1.2997339,Im,17.404,0.136,16.867,,12.37,,8.841,,,,,,,,0000,0,nnnn,-290.0,1309.0,-161.0,1346.0,BUUU,,2M,0.536999999999999,4.497000000000002
J030116.03+011817.6,45.3168136,1.3048904,Im,17.291,0.129,16.74,,11.926,,8.851,,,,,,,,0000,0,nnnn,-702.0,1047.0,958.0,1101.0,BUUU,,2M,0.5510000000000019,4.813999999999998
J030118.60+011901.1,45.3275234,1.3169724,Im,17.733,0.189,16.958,0.356,12.233,,9.063,,,,,,,,0000,0,nnnn,-1003.0,1539.0,686.0,1610.0,BCUU,,2M,0.7750000000000021,4.724999999999998
J030122.49+011846.1,45.3437275,1.3128092,Im,17.31,0.131,16.771,0.309,12.236,,8.9,,,,,,,,0000,0,nnnn,-498.0,1054.0,924.0,1092.0,BBUU,,2M,0.5389999999999979,4.535
J030127.57+011923.9,45.3648905,1.3233203,Im,17.174,0.124,16.592,0.292,11.98,,8.465,,,,,,,,0000,0,nnnn,-668.0,915.0,-490.0,956.0,BBUU,,2M,0.5820000000000007,4.611999999999998
J030125.12+011921.3,45.3547015,1.322595,Im,17.262,0.128,16.656,,12.44,,8.719,,,,,,,,0000,0,nnnn,-59.0,1037.0,-1880.0,1090.0,BUUU,,2M,0.6060000000000016,4.215999999999999
J030126.34+011944.6,45.3597665,1.3290643,Im,17.477,0.154,16.813,,12.303,,8.736,,,,,,,,0000,0,nnnn,-704.0,1424.0,-488.0,1513.0,BUUU,,2M,0.6640000000000015,4.509999999999998
J030124.06+011924.8,45.3502553,1.3235812,Im,17.545,0.16,16.836,,12.114,,8.908,,,,,,,,0000,0,nnnn,-156.0,1343.0,1038.0,1439.0,BUUU,,2M,0.7090000000000032,4.721999999999998
J030122.84+012008.9,45.3451784,1.3358271,Im,17.353,0.133,16.604,,12.504,,8.531,,,,,,,,0000,0,nnnn,1273.0,1050.0,-602.0,1097.0,BUUU,,2M,0.7490000000000023,4.1
J030145.76+011619.2,45.4406996,1.2720277,Im,17.819,0.201,16.68,0.277,12.578,,8.966,,,,,,,,0000,0,nnnn,-1023.0,1412.0,-228.0,1517.0,BBUU,,2M,1.1389999999999991,4.102
J030142.08+011709.8,45.4253663,1.2860798,Im,17.448,0.144,16.923,,12.402,0.468,9.028,,,,,,,,0000,0,nnnn,-1068.0,1125.0,1210.0,1195.0,BUCU,,2M,0.5250000000000021,4.520999999999999
J030151.36+011754.1,45.4640098,1.2983877,Im,17.845,0.205,17.312,,12.58,,9.047,,,,,,,,0000,0,nnnn,-2253.0,1566.0,2533.0,1666.0,BUUU,,2M,0.5329999999999977,4.732000000000001
J030146.41+011826.4,45.4433784,1.3073578,Im,17.656,0.184,16.939,0.373,12.534,,8.888,,,,,,,,0000,0,nnnn,-44.0,1634.0,-853.0,1717.0,BCUU,,2M,0.7169999999999987,4.404999999999999
J030152.86+011848.0,45.4702624,1.3133601,Im,17.871,0.218,16.755,,12.495,,9.005,,,,,,,,0000,0,nnnn,-1520.0,1924.0,-781.0,2041.0,BUUU,,2M,1.1159999999999997,4.26
J030138.49+011844.9,45.4104006,1.3124737,Im,17.751,0.194,16.926,,12.157,,9.036,,,,,,,,0000,0,nnnn,1047.0,1927.0,-494.0,2027.0,BUUU,,2M,0.8250000000000028,4.768999999999998
J030137.60+011854.1,45.4066797,1.3150497,Im,17.277,0.125,16.593,0.252,12.052,,9.001,,,,,,,,0000,0,nnnn,458.0,995.0,-479.0,1046.0,BBUU,,2M,0.684000000000001,4.541
J030145.59+011849.2,45.4399909,1.3136931,Im,17.72,0.193,17.062,,12.023,,9.006,,,,,,,,0000,0,nnnn,-126.0,1838.0,-423.0,1938.0,BUUU,,2M,0.6579999999999977,5.0390000000000015
J030146.78+011841.2,45.4449559,1.311451,Im,17.66,0.176,16.779,,12.542,,8.64,,,,,,,,0000,0,nnnn,319.0,1646.0,1763.0,1735.0,BUUU,,2M,0.8810000000000002,4.237
J030146.29+011909.7,45.4428833,1.319377,Im,17.63,0.18,17.122,0.448,12.128,,8.203,,,,,,,,0000,0,nnnn,2717.0,1414.0,3786.0,1507.0,BCUU,,2M,0.5079999999999991,4.994
J030148.14+011901.3,45.4505894,1.3170283,Im,17.352,0.146,16.651,0.281,12.606,,9.006,,,,,,,,0000,0,nnnn,824.0,1088.0,1234.0,1126.0,BBUU,,2M,0.7010000000000005,4.045
J030147.28+011912.0,45.4470224,1.3200164,Im,17.687,0.188,16.469,0.235,12.37,,8.692,,,,,,,,0000,0,nnnn,118.0,1192.0,-3843.0,1267.0,BBUU,,2M,1.218,4.099000000000002
J030156.20+011824.3,45.4841974,1.306763,Im,17.958,0.219,16.733,0.286,12.601,,8.24,,,,,,,,0000,0,nnnn,-2011.0,1775.0,-340.0,1852.0,BBUU,,2M,1.224999999999998,4.132
J030158.01+011852.6,45.4917245,1.314627,Im,17.583,0.171,16.953,,12.559,0.533,8.401,,,,,,,,0000,0,nnnn,260.0,1345.0,727.0,1414.0,BUCU,,2M,0.629999999999999,4.394
J030155.22+011852.7,45.4801248,1.3146581,Im,17.824,0.193,16.965,,12.125,,8.79,,,,,,,,0000,0,nnnn,117.0,1802.0,-1262.0,1889.0,BUUU,,2M,0.8590000000000018,4.84
J030157.52+011925.2,45.4897017,1.323671,Im,17.914,0.211,17.11,,12.133,,9.066,,,,,,,,0000,0,nnnn,-1052.0,2243.0,545.0,2405.0,BUUU,,2M,0.804000000000002,4.977
J030157.05+012005.8,45.4877185,1.3349499,Im,17.265,0.129,16.691,0.293,12.206,,8.462,,,,,,,,0000,0,nnnn,1438.0,956.0,258.0,995.0,BBUU,,2M,0.5740000000000016,4.484999999999999
J030155.95+012019.4,45.483145,1.3387356,Im,17.855,0.21,17.051,,12.505,,8.909,,,,,,,,0000,0,nnnn,-2305.0,1864.0,550.0,1965.0,BUUU,,2M,0.804000000000002,4.545999999999998
J030201.79+011937.1,45.5074977,1.3269794,Im,17.132,0.116,16.62,,12.572,,8.597,,,,,,,,0000,0,nnnn,935.0,948.0,-60.0,997.0,BUUU,,2M,0.5120000000000005,4.048000000000002
J030201.99+011946.5,45.5083191,1.3295892,Im,17.807,0.214,16.724,,11.8,,8.994,,,,,,,,0000,0,nnnn,574.0,1723.0,-1895.0,1862.0,BUUU,,2M,1.0829999999999984,4.924
J030202.03+012002.9,45.5084853,1.3341657,Im,17.675,0.189,16.947,,12.096,0.397,8.49,,,,,,,,0000,0,nnnn,-1064.0,1603.0,-152.0,1685.0,BUCU,,2M,0.7280000000000015,4.850999999999999
J030150.29+011955.0,45.4595714,1.3319669,Im,17.429,0.145,16.736,,11.903,,8.859,,,,,,,,0000,0,nnnn,544.0,1274.0,4723.0,1390.0,BUUU,,2M,0.6929999999999978,4.833
J030152.44+012055.7,45.4685346,1.3488187,Im,17.685,0.178,17.071,,12.217,,8.65,,,,,,,,0000,0,nnnn,1120.0,1538.0,-1870.0,1607.0,BUUU,,2M,0.6139999999999972,4.854000000000001
J030147.90+012026.5,45.4495955,1.3407149,Im,17.841,0.205,17.118,,12.286,,8.765,,,,,,,,0000,0,nnnn,1332.0,1896.0,-728.0,1995.0,BUUU,,2M,0.7230000000000025,4.831999999999999
