AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M
J025934.56+000944.4,44.8940327,0.1623334,Im,17.752,0.202,16.896,,12.616,,8.828,,,,,,,,0000,0,nnnn,493,1696,765,1792,BUUU,,2M
J025933.40+000954.7,44.8891761,0.1652108,Im,17.209,0.118,16.348,0.208,12.777,,9.011,,,,,,,,0000,0,nnnn,-130,866,-334,924,BBUU,,2M
J025922.57+000814.0,44.8440423,0.1372373,Im,17.801,0.198,17.25,0.481,12.697,,8.963,,,,,,,,0000,0,nnnn,149,2106,-1426,2184,BCUU,,2M
J025922.63+000851.1,44.8442951,0.1475428,Im,17.455,0.149,16.838,0.354,12.718,,9.143,,,,,,,,0000,0,nnnn,-624,1240,110,1291,BBUU,,2M
J025925.05+000834.2,44.8544126,0.1428521,Im,17.137,0.112,16.472,0.243,12.142,,9.235,,,,,,,,0000,0,nnnn,784,846,-156,887,BBUU,,2M
J025926.01+000845.0,44.8584055,0.1458373,Im,16.611,0.078,16.254,0.196,12.19,0.337,8.585,,,,,,,,0000,0,0nnn,445,509,-219,540,ABBU,,2M
J025927.57+000900.8,44.8649113,0.1502385,Im,16.49,0.069,16.498,0.242,12.057,,8.859,,,,,,,,0000,0,0nnn,-29,471,219,496,ABUU,,2M
J025919.75+000843.7,44.8323195,0.1454759,Im,17.37,0.143,16.894,0.382,12.579,,9.097,,,,,,,,0000,0,nnnn,-168,1173,-466,1242,BCUU,,2M
J025921.64+000909.2,44.8401959,0.1525801,Im,14.948,0.032,14.854,0.065,12.274,0.357,8.792,,15.949,0.084,15.463,0.105,15.049,0.161,0000,0,00nn,133,127,-35,132,AACU,0.455,2M
J025923.98+000909.1,44.8499337,0.1525388,Im,17.086,0.108,16.558,,12.391,,9.013,,,,,,,,0000,0,nnnn,-1238,873,220,897,AUUU,,2M
J025922.66+000920.0,44.8444473,0.1555675,Im,17.231,0.124,16.618,0.279,12.744,,9.246,,,,,,,,0000,0,nnnn,-782,944,-696,978,BBUU,,2M
J025924.48+000933.6,44.8520406,0.1593374,Im,17.087,0.109,16.843,0.334,12.361,,9.017,,,,,,,,0000,0,nnnn,-44,813,-272,851,ABUU,,2M
J025922.47+000930.7,44.8436317,0.1585291,Im,17.798,0.202,16.736,,12.749,,8.693,,,,,,,,0000,0,nnnn,4118,1560,-821,1644,BUUU,,2M
J025923.69+000943.0,44.8487413,0.1619544,Im,17.343,0.133,17.349,,12.428,,9.285,,,,,,,,0000,0,nnnn,281,1203,-304,1231,BUUU,,2M
J025928.39+000935.5,44.8683213,0.1598796,Im,17.624,0.173,17.282,0.513,12.115,,9.184,,,,,,,,0000,0,nnnn,-1334,1429,-349,1531,BCUU,,2M
J025928.99+000952.5,44.8707924,0.1646025,Im,17.747,0.199,17.325,,12.737,,9.235,,,,,,,,0000,0,nnnn,2446,1535,-275,1593,BUUU,,2M
J025932.34+000953.1,44.8847576,0.1647644,Im,15.926,0.048,15.067,0.077,12.229,0.369,8.623,,,,,,,,0000,0,11nn,134,263,209,274,AACU,,2M
J025932.48+001009.7,44.8853492,0.1693699,Im,16.954,0.104,16.896,0.356,11.973,,9.173,,,,,,,,0000,0,nnnn,444,780,413,812,ACUU,,2M
J025930.68+001014.1,44.8778346,0.1706005,Im,16.325,0.062,15.874,0.134,12.439,,9.24,,,,,,,,0000,0,1nnn,-359,389,419,411,ABUU,,2M
J025931.79+001025.4,44.8824755,0.1737406,Im,17.621,0.173,17.217,0.496,12.556,,8.768,,,,,,,,0000,0,nnnn,211,1482,-885,1571,BCUU,,2M
J025925.48+000948.7,44.8561771,0.1635534,Im,16.763,0.086,16.514,0.252,12.434,,8.868,,,,,,,,0000,0,0nnn,-5,628,358,650,ABUU,,2M
J025925.62+000959.4,44.8567772,0.1665246,Im,17.004,0.106,16.725,0.293,12.716,,8.744,,,,,,,,0000,0,nnnn,42,793,-1682,822,ABUU,,2M
J025924.41+000953.4,44.8517202,0.1648599,Im,16.352,0.063,16.304,0.21,12.767,,9.075,,,,,,,,0000,0,0nnn,185,431,240,448,ABUU,,2M
J025923.47+001004.8,44.8478113,0.1680196,Im,16.512,0.07,16.838,0.332,12.773,,8.594,,,,,,,,0000,0,1nnn,-378,491,-611,516,ABUU,,2M
J025928.90+001020.7,44.8704383,0.1724271,Im,14.495,0.028,14.449,0.052,12.681,,9.173,,15.517,0.077,14.794,0.065,14.671,0.109,0000,0,00nn,61,92,92,94,AAUU,0.747,2M
J025927.59+001039.1,44.8649873,0.1775392,Im,16.353,0.059,15.516,0.106,12.887,,8.772,,,,,,,,0000,0,0nnn,-334,368,330,382,AAUU,,2M
J025929.08+001053.3,44.8711863,0.1814832,Im,17.383,0.138,17.011,0.398,12.729,,8.782,,,,,,,,0000,0,nnnn,599,1130,-343,1161,BCUU,,2M
J025939.32+000920.4,44.9138467,0.1556786,Im,16.65,0.08,17.317,,12.545,,8.679,,,,,,,,0000,0,nnnn,140,581,205,594,AUUU,,2M
J025939.65+000930.0,44.9152411,0.15835,Im,16.523,0.067,16.782,0.314,12.355,,8.965,,,,,,,,0000,0,0nnn,127,474,-792,497,ABUU,,2M
J025937.25+000920.1,44.9052429,0.1556014,Im,16.525,0.076,16.142,0.18,12.713,,9.119,,,,,,,,0000,0,nnnn,673,498,-151,519,ABUU,,2M
J025939.12+000939.2,44.9130249,0.160909,Im,17.821,0.191,17.397,,12.237,,9.293,,,,,,,,0000,0,nnnn,1333,1648,-1552,1720,BUUU,,2M
J025938.20+000944.1,44.909168,0.1622649,Im,17.178,0.11,16.69,,12.24,,8.877,,,,,,,,0000,0,nnnn,488,909,772,956,BUUU,,2M
J025938.63+000958.1,44.9109962,0.1661636,Im,16.869,0.093,17.194,0.453,12.718,,9.155,,,,,,,,0000,0,nnnn,-212,676,130,713,ACUU,,2M
J025942.15+000948.6,44.9256412,0.1635041,Im,17.284,0.131,16.783,0.307,12.375,,9.39,,,,,,,,0000,0,nnnn,836,963,1450,1004,BBUU,,2M
J025941.31+000956.7,44.9221634,0.1657744,Im,17.595,0.172,16.826,0.32,12.35,,9.346,,,,,,,,0000,0,nnnn,71,1206,-84,1275,BBUU,,2M
J025942.14+001007.8,44.9256142,0.1688474,Im,14.585,0.029,14.613,0.055,12.755,,8.849,,15.021,0.045,14.622,0.06,14.586,0.092,0000,0,11nn,-23,96,-15,98,AAUU,0.145,2M
J025935.61+000947.2,44.8984101,0.1631276,Im,17.559,0.166,17.36,0.533,12.545,,9.24,,,,,,,,0000,0,nnnn,1558,1402,634,1461,BCUU,,2M
J025936.70+000954.6,44.9029554,0.1651851,Im,16.867,0.092,17.064,0.411,12.657,,9.284,,,,,,,,0000,0,nnnn,-101,681,849,723,ACUU,,2M
J025939.11+001011.9,44.9129671,0.1699996,Im,17.499,0.151,16.901,0.364,12.744,,9.16,,,,,,,,0000,0,nnnn,2838,1140,42,1216,BCUU,,2M
J025939.72+001021.6,44.9155149,0.1726881,Im,16.561,0.077,16.867,0.336,12.801,,8.821,,,,,,,,0000,0,1nnn,525,528,2,551,ABUU,,2M
J025937.79+001048.7,44.9074876,0.1802214,Im,17.902,0.212,17.3,,12.382,,9.252,,,,,,,,0000,0,nnnn,-271,1958,51,2006,BUUU,,2M
J025939.07+001050.7,44.9128293,0.180767,Im,17.62,0.174,17.343,,12.733,,8.901,,,,,,,,0000,0,nnnn,-940,1365,8,1425,BUUU,,2M
J025938.08+001058.2,44.9086802,0.1828512,Im,17.249,0.127,16.519,0.242,12.607,,9.073,,,,,,,,0000,0,nnnn,-43,909,71,963,BBUU,,2M
J025944.99+001025.7,44.937494,0.1738296,Im,14.7,0.03,14.368,0.049,12.416,0.43,9.036,,16.562,0.146,15.821,0.151,15.093,0.165,0000,0,11nn,-11,101,25,104,AACU,0.358,2M
J025945.81+001043.1,44.9409121,0.1786506,Im,16.899,0.093,17.307,,12.642,,9.116,,,,,,,,0000,0,nnnn,672,704,-576,748,AUUU,,2M
J025945.34+001050.3,44.9389291,0.1806467,Im,17.742,0.201,16.857,,12.251,,8.701,,,,,,,,0000,0,nnnn,1110,1607,1849,1720,BUUU,,2M
J025944.28+001041.2,44.9345254,0.1781155,Im,16.432,0.066,16.335,0.217,12.638,,9.166,,,,,,,,0000,0,0nnn,-233,459,196,479,ABUU,,2M
J025947.21+001053.2,44.9467498,0.1814647,Im,16.311,0.062,16.315,0.212,12.57,,9.284,,,,,,,,0000,0,0nnn,640,419,-726,441,ABUU,,2M
J025946.00+001057.4,44.9416769,0.182633,Im,16.35,0.064,16.093,0.185,11.929,0.253,8.937,,,,,,,,0000,0,0nnn,-108,425,21,443,ABBU,,2M
J025946.99+001108.7,44.9457972,0.1857654,Im,17.109,0.115,16.469,0.259,12.259,,8.52,,,,,,,,0000,0,nnnn,491,871,82,910,BBUU,,2M
J025948.30+001111.7,44.9512663,0.1865913,Im,16.782,0.088,15.413,0.105,12.26,0.381,9.213,0.486,,,,,,,0000,0,nnnn,246,510,646,538,AACC,,2M
J025946.36+001110.5,44.9431676,0.1862703,Im,16.447,0.067,16.146,0.185,12.16,,9.26,,,,,,,,0000,0,0nnn,411,451,56,471,ABUU,,2M
J025945.01+001118.3,44.9375775,0.1884355,Im,11.723,0.022,11.777,0.022,11.306,0.149,8.43,,12.401,0.022,11.879,0.026,11.794,0.029,0000,0,11nn,61,31,-56,30,AABU,0.587,2M
J025946.93+001123.9,44.9455687,0.1899813,Im,16.544,0.076,16.029,0.167,12.442,,8.883,,,,,,,,0000,0,0nnn,-228,486,-504,512,ABUU,,2M
J025940.51+001105.1,44.918804,0.1847586,Im,17.5,0.149,17.398,,12.661,,8.977,,,,,,,,0000,0,nnnn,420,1315,-1259,1387,BUUU,,2M
J025942.33+001122.6,44.9263995,0.1896307,Im,17.492,0.155,16.965,0.374,12.581,,8.735,,,,,,,,0000,0,nnnn,1235,1293,148,1349,BCUU,,2M
J025940.76+001129.4,44.9198402,0.1915087,Im,14.439,0.028,14.126,0.04,12.29,,8.788,,16.628,0.158,15.678,0.123,14.798,0.123,0000,0,01nn,-127,84,107,88,AAUU,0.431,2M
J025943.70+001123.2,44.9321111,0.1897845,Im,17.273,0.125,16.425,0.235,12.411,,9.01,,,,,,,,0000,0,nnnn,184,983,837,1015,BBUU,,2M
J025942.53+001138.9,44.9272455,0.1941451,Im,17.59,0.173,16.423,0.231,12.531,,9.128,,,,,,,,0000,0,nnnn,858,1243,-1952,1316,BBUU,,2M
J025933.63+001016.2,44.8901415,0.1711881,Im,17.703,0.185,16.726,0.286,12.839,,9.043,,,,,,,,0000,0,nnnn,-721,1506,405,1590,BBUU,,2M
J025934.17+001021.9,44.8923846,0.1727757,Im,16.231,0.061,16.103,0.176,12.089,,9.138,,,,,,,,0000,0,0nnn,274,398,-31,406,ABUU,,2M
J025932.64+001023.2,44.886034,0.1731178,Im,17.516,0.153,16.681,0.292,12.564,,9.08,,,,,,,,0000,0,nnnn,-2678,1246,-1742,1296,BBUU,,2M
J025934.02+001058.5,44.8917592,0.1829259,Im,17.064,0.111,17.064,0.432,12.418,,9.141,,,,,,,,0000,0,nnnn,433,865,88,907,BCUU,,2M
J025932.03+001112.4,44.883469,0.1867955,Im,17.145,0.109,16.989,0.351,12.819,0.525,8.782,,,,,,,,0000,0,nnnn,546,844,266,883,ABCU,,2M
J025930.31+001114.5,44.8763132,0.187375,Im,17.274,0.128,16.579,0.247,12.783,,8.942,,,,,,,,0000,0,nnnn,101,997,-599,1049,BBUU,,2M
J025931.00+001112.8,44.8791726,0.1869157,Im,16.387,0.064,16.284,0.19,12.696,0.461,9.079,,,,,,,,0000,0,0nnn,69,413,-296,440,ABCU,,2M
J025933.15+001126.4,44.8881389,0.1906751,Im,15.593,0.04,15.471,0.1,12.426,,9.189,,,,,,,,0000,0,0nnn,-160,215,41,224,AAUU,,2M
J025935.41+001150.2,44.8975559,0.1972892,Im,16.563,0.071,16.304,0.197,12.448,,8.789,,,,,,,,0000,0,0nnn,19,513,-386,543,ABUU,,2M
J025938.54+001122.9,44.9106015,0.1897003,Im,14.579,0.029,13.84,0.036,11.169,0.131,8.073,0.206,,,,,,,0000,0,11nn,70,90,-44,92,AABB,,2M
J025938.94+001139.1,44.9122763,0.194203,Im,17.425,0.149,16.648,0.297,12.402,,9.192,,,,,,,,0000,0,nnnn,-1240,1166,105,1229,BBUU,,2M
J025937.53+001135.3,44.9063764,0.193161,Im,16.954,0.098,17.382,0.518,12.534,,8.641,,,,,,,,0000,0,nnnn,-570,748,-211,788,ACUU,,2M
J025937.11+001149.7,44.9046557,0.1971662,Im,17.75,0.193,16.803,0.324,12.337,,9.171,,,,,,,,0000,0,nnnn,575,1421,77,1523,BBUU,,2M
J025939.67+001159.4,44.9153242,0.1998363,Im,16.306,0.062,16.171,0.186,12.457,,9.184,,16.686,0.156,16.808,,15.661,,0000,0,0nnn,203,404,804,419,ABUU,0.595,2M
J025943.50+001218.8,44.931281,0.2052227,Im,16.523,0.068,17.186,0.491,12.773,,8.75,,,,,,,,0000,0,0nnn,-452,487,-130,505,ACUU,,2M
J025942.45+001214.2,44.9269134,0.203954,Im,15.895,0.047,15.716,0.131,12.908,,8.92,,,,,,,,0000,0,1nnn,-107,281,194,294,ABUU,,2M
J025936.07+001154.7,44.9002969,0.1985361,Im,17.809,0.207,16.964,0.365,12.76,,8.794,,,,,,,,0000,0,nnnn,999,1632,-2125,1735,BCUU,,2M
J025937.47+001203.3,44.9061375,0.200927,Im,15.817,0.044,15.562,0.108,12.871,,8.997,,,,,,,,0000,0,1nnn,-212,246,61,261,AAUU,,2M
J025937.68+001221.7,44.9070203,0.2060373,Im,14.09,0.026,14.04,0.04,12.775,,9.145,,15.064,0.045,14.375,0.046,14.218,0.082,0000,0,00nn,0,66,0,70,AAUU,0.244,2M
J025935.85+001220.1,44.8993787,0.2055878,Im,16.845,0.089,16.527,0.244,12.781,,9.271,,,,,,,,0000,0,nnnn,466,655,-545,691,ABUU,,2M
J025938.24+001235.8,44.9093679,0.2099466,Im,16.621,0.076,16.352,0.219,12.592,0.486,9.112,,,,,,,,0000,0,0nnn,-985,529,-485,541,ABCU,,2M
J025940.30+001243.5,44.9179518,0.2120997,Im,15.741,0.045,15.815,0.128,12.018,,8.678,,,,,,,,0000,0,0nnn,-163,246,-371,253,ABUU,,2M
J025940.82+001256.9,44.9201134,0.2158092,Im,16.889,0.096,16.188,0.187,12.713,0.484,9.167,,,,,,,,0000,0,nnnn,-162,656,1493,717,ABCU,,2M
J025938.03+001246.8,44.9084961,0.2130236,Im,16.423,0.066,16.001,0.164,12.192,0.313,8.716,,,,,,,,0000,0,0nnn,308,438,184,445,ABBU,,2M
J025939.36+001317.6,44.9140133,0.2215576,Im,17.493,0.158,17.036,,12.187,,9.074,,,,,,,,0000,0,nnnn,-1482,1323,1287,1391,BUUU,,2M
J030001.84+000938.3,45.0076987,0.1606566,Im,16.658,0.077,16.368,0.205,12.737,,9.203,,,,,,,,0000,0,nnnn,-28,524,-135,552,ABUU,,2M
J030000.66+001008.7,45.0027752,0.1690895,Im,16.327,0.061,16.301,0.197,12.527,,9.054,,,,,,,,d000,0,0nnn,-107,394,542,405,ABUU,,2M
J030003.24+001014.0,45.0135326,0.1705619,Im,12.663,0.023,12.593,0.025,12.096,,8.718,,13.598,0.029,12.997,0.025,12.788,0.035,0000,0,00nn,76,36,-80,36,AAUU,0.586,2M
J025955.91+001008.6,44.9829977,0.1690778,Im,16.758,0.078,17.292,0.484,12.663,,8.921,,,,,,,,0000,0,nnnn,557,602,307,620,ACUU,,2M
J025956.90+001026.7,44.9871008,0.1740859,Im,16.666,0.077,16.853,0.323,12.698,,8.757,0.372,,,,,,,0000,0,nnnn,-559,549,1278,573,ABUC,,2M
J025959.88+001024.9,44.9995341,0.1735943,Im,16.984,0.099,17.338,0.517,12.603,,9.14,,,,,,,,d000,0,nnnn,-520,733,1078,759,ACUU,,2M
J030002.06+001043.1,45.0085949,0.1786426,Im,16.388,0.063,16.357,0.23,12.627,,9.208,,,,,,,,0000,0,0nnn,210,417,-784,440,ABUU,,2M
J025959.02+001034.9,44.9959462,0.1763878,Im,17.225,0.119,17.382,0.54,12.683,,8.727,,,,,,,,0000,0,nnnn,-145,944,-359,976,BCUU,,2M
J025959.85+001046.8,44.9993802,0.1796794,Im,17.546,0.156,17.118,,12.733,,9.021,,,,,,,,0000,0,nnnn,210,1455,1198,1515,BUUU,,2M
J030005.02+001023.3,45.0209548,0.1731456,Im,17.749,0.187,16.956,0.356,12.661,,9.0,,,,,,,,0000,0,nnnn,461,1495,-1840,1575,BCUU,,2M
J030007.02+001028.8,45.0292609,0.1746711,Im,16.593,0.072,16.407,0.218,12.336,,9.314,,,,,,,,0000,0,0nnn,4,504,55,528,ABUU,,2M
J030004.72+001048.2,45.019672,0.1800815,Im,16.465,0.067,16.43,0.218,12.625,,9.149,,,,,,,,0000,0,0nnn,-414,462,13,482,ABUU,,2M
J030008.41+001106.3,45.0350496,0.1851059,Im,16.039,0.053,15.91,0.145,12.089,0.329,8.676,,,,,,,,0000,0,0nnn,266,324,318,340,ABBU,,2M
J030006.96+001119.7,45.029009,0.188809,Im,17.118,0.111,16.731,,12.798,,9.034,,,,,,,,0000,0,nnnn,-293,840,1439,879,BUUU,,2M
J030007.19+001135.6,45.0299907,0.193237,Im,17.125,0.117,17.158,0.435,12.753,,9.026,,,,,,,,0000,0,nnnn,-294,902,-564,920,BCUU,,2M
J030003.09+001044.6,45.012908,0.17908,Im,16.09,0.053,16.635,0.285,12.714,,9.175,,,,,,,,0000,0,0nnn,-288,320,258,333,ABUU,,2M
J030003.64+001053.9,45.0151685,0.1816631,Im,16.376,0.064,16.329,0.209,11.9,,8.739,0.359,,,,,,,0000,0,0nnn,877,410,678,432,ABUC,,2M
J030004.54+001102.2,45.0189452,0.1839475,Im,17.045,0.101,16.652,0.28,12.161,,8.736,,,,,,,,0000,0,nnnn,-95,784,100,826,ABUU,,2M
J030003.54+001113.4,45.0147531,0.1870774,Im,17.255,0.12,16.821,0.31,12.528,,8.952,,,,,,,,0000,0,nnnn,-307,993,650,1025,BBUU,,2M
J030001.05+001059.2,45.004382,0.1831226,Im,16.414,0.065,16.274,0.2,12.162,,9.319,,,,,,,,d000,0,0nnn,47,430,-328,448,ABUU,,2M
J030001.67+001106.7,45.0069844,0.1852046,Im,16.221,0.057,16.413,0.227,12.369,,9.063,,,,,,,,d000,0,0nnn,-1264,367,139,377,ABUU,,2M
J030000.56+001116.7,45.0023731,0.1879803,Im,15.903,0.046,15.863,0.141,12.78,,8.54,,,,,,,,0000,0,1nnn,446,265,-598,278,ABUU,,2M
J030002.43+001118.2,45.0101616,0.1884069,Im,15.253,0.035,15.029,0.075,12.008,0.26,8.777,,,,,,,,d000,0,0nnn,30,166,135,174,AABU,,2M
J030005.12+001118.2,45.0213431,0.1884034,Im,15.748,0.043,15.591,0.113,12.598,0.496,9.169,,,,,,,,0000,0,0nnn,276,244,17,251,ABCU,,2M
J030004.53+001147.9,45.0189044,0.196662,Im,17.802,0.196,17.359,,12.767,,9.318,,,,,,,,0000,0,nnnn,297,1606,744,1692,BUUU,,2M
J025954.60+001011.7,44.9775039,0.169936,Im,16.841,0.105,17.244,0.53,11.847,,9.113,,,,,,,,0000,0,nnnn,1835,771,259,870,ACUU,,2M
J025955.12+001022.4,44.9796888,0.172911,Im,15.99,0.051,16.075,0.167,12.303,,9.097,,,,,,,,0000,0,0nnn,0,296,625,307,ABUU,,2M
J025954.46+001019.6,44.9769443,0.1721164,Im,15.735,0.045,15.468,0.099,12.074,,9.16,,,,,,,,0000,0,0nnn,145,237,202,252,AAUU,,2M
J025954.86+001050.8,44.9786205,0.1807878,Im,17.452,0.152,17.409,,12.22,,9.229,,,,,,,,0000,0,nnnn,-556,1224,-988,1284,BUUU,,2M
J025958.61+001100.5,44.994233,0.1834733,Im,17.905,0.212,16.883,0.352,12.793,,8.929,,,,,,,,0000,0,nnnn,-672,1695,-486,1798,BBUU,,2M
J025956.08+001058.4,44.9836912,0.1829022,Im,17.662,0.184,17.246,,12.365,,8.986,,,,,,,,0000,0,nnnn,196,1369,-2655,1429,BUUU,,2M
J025956.53+001118.9,44.9855829,0.1885874,Im,16.325,0.061,16.725,0.306,12.386,,9.004,,16.59,0.136,16.527,0.267,15.557,,0000,0,0nnn,-616,414,370,432,ABUU,0.328,2M
J025951.97+001043.5,44.9665538,0.178766,Im,17.573,0.163,17.036,,12.112,,8.633,,,,,,,,0000,0,nnnn,892,1372,189,1427,BUUU,,2M
J025954.19+001116.1,44.9758109,0.1878314,Im,12.675,0.023,12.708,0.025,12.372,0.434,9.25,,13.106,0.025,12.789,0.027,12.736,0.03,0000,0,00nn,21,36,-80,37,AACU,0.312,2M
J025952.62+001104.7,44.9692509,0.1846513,Im,14.897,0.031,14.612,0.056,12.074,,9.077,,,,,,,,0000,0,00nn,-32,124,106,126,AAUU,,2M
J025952.19+001121.9,44.9674634,0.1894204,Im,16.742,0.086,16.232,0.205,12.711,,8.783,,,,,,,,0000,0,nnnn,21,608,-386,636,ABUU,,2M
J025955.99+001128.1,44.9833167,0.1911485,Im,17.217,0.13,17.056,0.409,12.663,,9.193,,,,,,,,0000,0,nnnn,-1336,939,-538,990,BCUU,,2M
J025955.29+001131.8,44.9804046,0.1921741,Im,17.575,0.165,16.792,0.327,12.276,0.339,8.654,,,,,,,,0000,0,nnnn,-22,1247,-80,1320,BBBU,,2M
J025956.26+001141.2,44.9844294,0.1947785,Im,16.703,0.08,16.816,0.322,12.543,,9.112,,,,,,,,0000,0,nnnn,184,586,60,614,ABUU,,2M
J025954.27+001145.5,44.976162,0.195983,Im,15.582,0.041,15.437,0.101,12.62,,9.167,,,,,,,,0000,0,0nnn,-279,206,-121,216,AAUU,,2M
J025953.26+001154.6,44.9719326,0.1985196,Im,15.493,0.039,15.018,0.072,11.955,0.293,8.797,,,,,,,,0000,0,01nn,-55,195,3,203,AABU,,2M
J025954.53+001212.6,44.9772363,0.2035169,Im,16.792,0.087,16.542,0.264,11.91,,8.363,,,,,,,,0000,0,nnnn,485,634,-773,659,ABUU,,2M
J030001.13+001127.4,45.0047426,0.1909616,Im,17.37,0.137,16.794,,12.031,,9.238,,,,,,,,0000,0,nnnn,778,1084,-1040,1138,BUUU,,2M
J030001.49+001141.7,45.0062189,0.1949436,Im,17.539,0.159,17.418,,12.792,,9.012,,,,,,,,0000,0,nnnn,-435,1305,-293,1346,BUUU,,2M
J030001.88+001150.1,45.007866,0.1972668,Im,17.043,0.104,16.952,,12.552,,8.765,,,,,,,,0000,0,nnnn,-342,790,234,823,AUUU,,2M
J030001.30+001157.9,45.005446,0.1994356,Im,17.418,0.145,17.42,,12.801,,9.139,0.468,,,,,,,0000,0,nnnn,935,1087,-88,1134,BUUC,,2M
J030002.36+001209.7,45.009843,0.2027048,Im,17.806,0.207,17.036,,12.35,,9.169,,,,,,,,0000,0,nnnn,20,1789,-109,1913,BUUU,,2M
J025956.86+001159.7,44.9869314,0.1999396,Im,17.372,0.14,16.824,,12.76,,9.033,,,,,,,,0000,0,nnnn,-303,1259,-527,1301,BUUU,,2M
J025958.68+001203.4,44.9945174,0.2009509,Im,16.788,0.087,16.333,0.217,12.097,,9.222,,,,,,,,0000,0,nnnn,-157,615,786,652,ABUU,,2M
J025958.93+001221.4,44.9955502,0.2059592,Im,17.729,0.201,16.943,,12.462,,8.961,,,,,,,,0000,0,nnnn,443,1896,282,1983,BUUU,,2M
J025958.42+001226.0,44.9934248,0.2072485,Im,17.747,0.209,16.96,0.37,12.579,,9.102,,,,,,,,0000,0,nnnn,326,1600,-480,1674,BCUU,,2M
J025955.81+001214.2,44.9825757,0.2039476,Im,17.067,0.11,16.582,0.284,12.659,,9.16,,,,,,,,0000,0,nnnn,1460,842,118,893,BBUU,,2M
J030000.00+001251.1,45.0000112,0.2142083,Im,12.742,0.025,12.564,0.028,12.232,0.325,8.963,,13.798,0.026,13.193,0.027,12.966,0.034,0000,0,11nn,111,42,-29,43,AABU,0.828,2M
J025959.62+001304.0,44.9984269,0.2177885,Im,16.307,0.088,16.055,0.188,11.931,,8.693,,,,,,,,0000,0,0nnn,1240,544,830,522,ABUU,,2M
J030011.04+001134.3,45.0460382,0.1928881,Im,17.635,0.171,16.953,0.377,12.757,0.518,9.179,,,,,,,,0000,0,nnnn,341,1458,1763,1521,BCCU,,2M
J030010.29+001135.6,45.0428778,0.1932274,Im,16.731,0.081,15.991,0.158,12.81,,8.729,,,,,,,,0000,0,nnnn,990,565,-521,591,ABUU,,2M
J030012.70+001143.4,45.0529394,0.1954086,Im,16.855,0.088,16.853,0.321,12.717,,8.504,,,,,,,,0000,0,nnnn,-847,641,466,658,ABUU,,2M
J030011.63+001152.6,45.0484813,0.1979496,Im,17.346,0.151,16.607,,12.496,,8.643,,,,,,,,0000,0,nnnn,913,1237,-962,1374,BUUU,,2M
J030009.19+001129.3,45.038316,0.1914832,Im,16.331,0.061,15.699,0.123,12.242,,9.064,,,,,,,,0000,0,0nnn,-396,392,-566,417,ABUU,,2M
J030011.57+001158.6,45.0482265,0.1996344,Im,16.199,0.058,15.814,0.148,11.847,0.211,8.8,,,,,,,,0000,0,0nnn,208,365,-482,382,ABBU,,2M
J030011.39+001209.0,45.0474944,0.2025005,Im,15.884,0.048,15.521,0.113,12.575,,9.137,,,,,,,,0000,0,0nnn,-395,261,-484,284,ABUU,,2M
J030011.03+001311.9,45.045962,0.2199877,Im,16.188,0.053,17.465,,12.728,,9.21,,,,,,,,hH00,0,0nnn,-566,375,-158,390,AUUU,,2M
J030014.93+001257.3,45.062233,0.2159289,Im,11.201,0.022,11.196,0.021,11.001,0.133,8.965,,12.095,0.023,11.497,0.025,11.342,0.025,0000,0,00nn,23,30,50,29,AABU,0.537,2M
J030017.83+001306.6,45.0743314,0.2185153,Im,16.756,0.081,16.982,0.388,12.392,,9.077,,,,,,,,0000,0,0nnn,944,619,-124,644,ACUU,,2M
J030018.55+001326.4,45.0773159,0.2240113,Im,17.229,0.122,16.752,,12.686,,9.22,,,,,,,,0000,0,nnnn,120,1062,218,1112,BUUU,,2M
J030016.94+001324.8,45.0706235,0.2235791,Im,16.959,0.104,16.148,0.19,12.335,,8.781,,,,,,,,0000,0,nnnn,-63,714,660,746,ABUU,,2M
J030018.29+001345.3,45.0762306,0.2292764,Im,16.878,0.092,16.954,0.39,12.757,,9.114,,,,,,,,0000,0,nnnn,250,709,118,742,ACUU,,2M
J030012.01+001321.4,45.0500665,0.2226372,Im,16.028,0.048,16.193,0.174,12.017,,9.224,,,,,,,,hh00,0,0nnn,-90,321,232,333,ABUU,,2M
J030010.90+001323.3,45.0454535,0.2231538,Im,16.323,0.06,17.441,,12.297,,8.563,,,,,,,,hH00,0,0nnn,-390,454,-884,484,AUUU,,2M
J030016.98+001405.1,45.0707755,0.2347572,Im,12.334,0.022,12.365,0.024,12.038,0.272,8.621,,13.18,0.028,12.557,0.03,12.418,0.03,0000,0,11nn,-26,35,10,35,AABU,0.241,2M
J030006.74+001240.4,45.0280834,0.211235,Im,15.759,0.044,15.632,0.125,12.746,,9.153,,,,,,,,hh00,0,0nnn,-58,256,-270,272,ABUU,,2M
J030007.49+001246.9,45.0312459,0.2130417,Im,16.542,0.073,16.412,0.251,12.752,,9.08,,,,,,,,hh00,0,0nnn,522,528,57,540,ABUU,,2M
J030004.93+001256.7,45.020564,0.2157553,Im,16.282,0.058,15.948,0.155,12.552,,8.996,,,,,,,,hh00,0,0nnn,68,395,-520,418,ABUU,,2M
